Número de protocolo,Título,Autores (nome — curso/universidade),Categoria,Curso,Modalidade
20251100,Prevalência de bruxismo em pacientes de clínica escola: estudo prospectiva,Isabela Lima — Odontologia/UFPA; Priscila Martins — Farmácia/UFPE; Fernanda Oliveira — Odontologia/UFPA; Felipe Monteiro — Odontologia/USP,Iniciação científica,Odontologia,EAD
20251099,Percepções sobre depressão em adolescentes: estudo qualitativo,Leonardo Castro — Psicologia/UFMG; Vitor Oliveira — Psicologia/UFRN; Tiago Oliveira — Biomedicina/UNIFESP; Mariana Moura — Psicologia/UFRGS,Extensão,Psicologia,Presencial
20251132,Segurança do paciente e segurança medicamentosa: revisão quase-experimental,Yasmin Costa — Enfermagem/UFPA; Wagner Castro — Enfermagem/UFBA; Fernanda Farias — Nutrição/UNIFESP,Iniciação científica,Enfermagem,Presencial
20251125,Expressão de marcadores de resistência bacteriana em cultura celular: ensaio retrospectiva,Beatriz Freitas — Nutrição/USP; Tiago Campos — Biomedicina/UNESP; André Pinheiro — Biomedicina/UFPA,Trabalho científico,Biomedicina,Presencial
20251199,Expressão de marcadores de microbiota intestinal em cultura celular: ensaio retrospectiva,Eduardo Lima — Biomedicina/UFPA; João Pinheiro — Biomedicina/UFMG; Fernanda Silva — Odontologia/UNESP; Tiago Carvalho — Biomedicina/UFPR; Leonardo Campos — Biomedicina/UFAM,Especialização,Biomedicina,Presencial
20251135,Associação entre ansiedade e bem-estar psicológico: estudo transversal,André Lima — Psicologia/UFSC; Felipe Silva — Psicologia/UFPA; Fernanda Martins — Psicologia/UFPR; Felipe Costa — Psicologia/UFPE,Trabalho científico,Psicologia,Presencial
20251179,Educação nutricional sobre consumo de fibras no contexto escolar: intervenção,Larissa Vieira — Nutrição/UFPE; Renata Pereira — Nutrição/UNICAMP; Rodrigo Fernandes — Nutrição/UFBA,TCC,Nutrição,Presencial
20251121,Impacto de antimicrobianos na prática clínica hospitalar: análise quase-experimental,Elaine Pinheiro — Nutrição/UFAL; Beatriz Vieira — Psicologia/UFPE; Luís Fernandes — Medicina/UFPR; Isabela Moura — Medicina/UFRN,Iniciação científica,Medicina,Presencial
20251035,Padronização de protocolo para expressão gênica no laboratório de análises clínicas,Tiago Freitas — Biomedicina/UFRGS; Caio Araújo — Biomedicina/USP; Priscila Rodrigues — Biomedicina/UFPE; Eduardo Borges — Biomedicina/UFBA,Extensão,Biomedicina,Presencial
20251049,Atenção farmacêutica a pacientes com interações medicamentosas: estudo de coorte,João Vieira — Enfermagem/UFAL; Diego Monteiro — Farmácia/UFAM; Wagner Oliveira — Nutrição/UFRJ; Gabriel Martins — Farmácia/UNESP,Iniciação científica,Farmácia,Presencial
20251170,Associação entre ansiedade e bem-estar psicológico: estudo randomizado,Isabela Castro — Fisioterapia/UFMG; Ana Carvalho — Psicologia/UNICAMP; Matheus Cardoso — Psicologia/UFBA; Gustavo Santos — Psicologia/UFPE; Júlia Lima — Psicologia/UFBA,TCC,Psicologia,Presencial
20251139,Correlação entre microbiota intestinal e biomarcadores inflamatórios: estudo prospectiva,Otávio Tavares — Biomedicina/UFRN; Gabriel Campos — Odontologia/UFSC; Eduardo Melo — Biomedicina/UFMG; Bruno Castro — Biomedicina/UFPR,Trabalho científico,Biomedicina,Presencial
20251150,Padronização de protocolo para expressão gênica no laboratório de análises clínicas,André Costa — Biomedicina/UFAM; Priscila Barbosa — Psicologia/UFPR; Leonardo Freitas — Biomedicina/UFRGS,TCC,Biomedicina,Presencial
20251133,Correlação entre resistência bacteriana e biomarcadores inflamatórios: estudo quase-experimental,Otávio Rodrigues — Biomedicina/UFRJ; Bianca Carvalho — Psicologia/UNESP; Luís Fernandes — Biomedicina/UFC,Extensão,Biomedicina,Presencial
20251128,Padronização de protocolo para resistência bacteriana no laboratório de análises clínicas,Luís Pinheiro — Biomedicina/UFMG; Gustavo Nunes — Psicologia/UFPE; Elaine Lima — Biomedicina/UFSC; Helena Martins — Biomedicina/UFPR; Camila Almeida — Biomedicina/UFAM,Iniciação científica,Biomedicina,Presencial
20251022,Avaliação de materiais para periodontite: estudo laboratorial,Leonardo Araújo — Odontologia/UFPR; André Costa — Odontologia/UFBA; Mariana Moura — Medicina/UNESP; Ana Moreira — Odontologia/UFPA,Trabalho científico,Odontologia,Presencial
20251082,Padronização de protocolo para resistência bacteriana no laboratório de análises clínicas,Rodrigo Borges — Odontologia/UFRN; Larissa Lima — Biomedicina/UNICAMP; Vanessa Oliveira — Biomedicina/UFPE; Larissa Duarte — Biomedicina/UFRN; André Farias — Biomedicina/UFMG,Trabalho científico,Biomedicina,Presencial
20251078,Adesão ao tratamento de bruxismo em atenção básica: estudo randomizado,Matheus Rodrigues — Enfermagem/UNICAMP; Yasmin Oliveira — Odontologia/UNESP; Fernanda Campos — Enfermagem/UNICAMP,TCC,Odontologia,Presencial
20251010,Efeito de protocolo de reabilitação em equilíbrio postural: ensaio randomizado,Leonardo Costa — Fisioterapia/UFRGS; Otávio Souza — Fisioterapia/UFC; Diego Costa — Fisioterapia/UFPE; Vanessa Dias — Enfermagem/UFBA; Júlia Souza — Psicologia/UFBA,Especialização,Fisioterapia,Presencial
20251083,Avaliação de hipertensão em pacientes do SUS: estudo prospectiva,Isabela Moreira — Medicina/UFC; Júlia Pinheiro — Medicina/UFRJ; Isabela Farias — Nutrição/UFAL,Iniciação científica,Psicologia,Presencial
20251165,Correlação entre microbiota intestinal e biomarcadores inflamatórios: estudo randomizado,Fernanda Duarte — Biomedicina/UNESP; Eduardo Freitas — Biomedicina/UFAM; Otávio Moreira — Biomedicina/UFPE,Iniciação científica,Biomedicina,Presencial
20251120,Dor crônica e dor lombar: estudo randomizado em ambulatório,Beatriz Souza — Fisioterapia/UFAL; Bruno Gomes — Psicologia/UFAL; Priscila Silva — Fisioterapia/UFRGS; Igor Melo — Fisioterapia/UFC,TCC,Fisioterapia,Presencial
20251090,Cuidado de enfermagem em aleitamento materno: estudo prospectiva em unidade básica,Camila Costa — Enfermagem/UFPE; Paula Vieira — Enfermagem/UFMG; Ana Rodrigues — Enfermagem/UFBA,Mestrado/Doutorado,Enfermagem,Presencial
20251069,Padronização de protocolo para expressão gênica no laboratório de análises clínicas,Matheus Silva — Biomedicina/UFSC; Helena Vieira — Biomedicina/UFRN; Eduardo Barbosa — Biomedicina/UFMG; Gabriel Moura — Biomedicina/UFPE; Igor Pinheiro — Psicologia/UFBA,Trabalho científico,Biomedicina,EAD
20251054,Padrões alimentares e ultraprocessados em adultos: estudo randomizado,Larissa Campos — Nutrição/UFRGS; João Borges — Nutrição/UFAL; Otávio Lima — Psicologia/UFMG; Caio Pinheiro — Nutrição/UFAM; Luís Ribeiro — Nutrição/UFRJ,Trabalho científico,Nutrição,Presencial
20251091,Padrões alimentares e obesidade em adultos: estudo transversal,Yasmin Rodrigues — Nutrição/UFRGS; Isabela Teixeira — Nutrição/UNICAMP; Rodrigo Pinheiro — Nutrição/UFRN; Diego Pereira — Nutrição/USP; Camila Moura — Nutrição/UFAM,Iniciação científica,Nutrição,EAD
20251095,Intervenção cognitivo-comportamental em depressão: ensaio quase-experimental,Bruno Pereira — Psicologia/UFRGS; Carlos Souza — Fisioterapia/UFPE; Tatiane Borges — Psicologia/UFPA,PIBID,Psicologia,Presencial
20251042,Associação entre depressão e bem-estar psicológico: estudo prospectiva,Yasmin Lima — Psicologia/UFRGS; João Moura — Psicologia/UFRJ; Yasmin Vieira — Farmácia/UNIFESP,Mestrado/Doutorado,Psicologia,EAD
20251094,Associação entre ansiedade e bem-estar psicológico: estudo quase-experimental,Priscila Souza — Psicologia/UFPR; Helena Silva — Medicina/UFPR; Rodrigo Nunes — Psicologia/UFC,Extensão,Psicologia,Presencial
20251117,Avaliação de diabetes em pacientes do SUS: estudo retrospectiva,Tiago Gomes — Medicina/UFSC; Leonardo Dias — Medicina/UFC; Bianca Pereira — Medicina/UNESP; Daniela Moreira — Psicologia/UNESP; Larissa Rocha — Enfermagem/UNICAMP,Mestrado/Doutorado,Medicina,EAD
20251200,Consumo de ultraprocessados e indicadores antropométricos: análise transversal,Rafael Oliveira — Nutrição/UFPA; João Araújo — Medicina/UFAM; Paula Moura — Nutrição/UFSC,TCC,Nutrição,Presencial
20251158,Intervenção cognitivo-comportamental em ansiedade: ensaio randomizado,Helena Farias — Psicologia/UNIFESP; Mariana Barbosa — Medicina/UFPA; Eduardo Duarte — Biomedicina/UFSC; Fernanda Duarte — Psicologia/UFRGS,Extensão,Psicologia,Presencial
20251026,Impacto de cuidados paliativos na prática clínica hospitalar: análise prospectiva,Elaine Martins — Medicina/UFRN; Natalia Martins — Medicina/UFAM; Bruno Barbosa — Medicina/USP; Beatriz Silva — Fisioterapia/UFPE; Gabriel Rodrigues — Medicina/UNICAMP,Extensão,Medicina,Presencial
20251181,Adesão ao tratamento de hipersensibilidade dentinária em atenção básica: estudo transversal,Tiago Lima — Odontologia/UNICAMP; Vitor Borges — Nutrição/UFAL; Fernanda Carvalho — Odontologia/UFPA,Especialização,Odontologia,Presencial
20251148,Associação entre ansiedade e bem-estar psicológico: estudo quase-experimental,Igor Martins — Psicologia/UFSC; Isabela Moura — Psicologia/UFC; Paula Pereira — Psicologia/UFMG; João Carvalho — Psicologia/UFAL; Luís Borges — Psicologia/UNESP,Trabalho científico,Psicologia,Presencial
20251075,Expressão de marcadores de resistência bacteriana em cultura celular: ensaio prospectiva,Sofia Gomes — Biomedicina/UFPE; Diego Oliveira — Biomedicina/UFSC; João Lima — Nutrição/UFPA; Tatiane Souza — Biomedicina/UFC,TCC,Biomedicina,Presencial
20251059,Padrões alimentares e ultraprocessados em adultos: estudo quase-experimental,André Martins — Nutrição/UFMG; Igor Gomes — Nutrição/UNICAMP; Igor Fernandes — Nutrição/UFRJ; Caio Rocha — Enfermagem/USP,Mestrado/Doutorado,Nutrição,Presencial
20251153,Avaliação de hipertensão em pacientes do SUS: estudo quase-experimental,Fernanda Castro — Medicina/UFAL; Daniela Costa — Fisioterapia/UFPA; Rodrigo Santos — Medicina/UFAM,TCC,Medicina,Presencial
20251018,Efeito de protocolo de reabilitação em equilíbrio postural: ensaio retrospectiva,Tiago Dias — Fisioterapia/UFBA; Carlos Martins — Fisioterapia/UFRN; Júlia Monteiro — Fisioterapia/UFC,TCC,Fisioterapia,Presencial
20251050,Impacto de hipertensão na prática clínica hospitalar: análise quase-experimental,Vitor Martins — Medicina/USP; Felipe Nunes — Medicina/UFRN; Gustavo Farias — Medicina/UFC,Iniciação científica,Medicina,Presencial
20251093,Avaliação de antimicrobianos em pacientes do SUS: estudo prospectiva,Paula Santos — Biomedicina/UNIFESP; Renata Tavares — Medicina/UNICAMP; Larissa Carvalho — Medicina/UNICAMP; Tiago Souza — Farmácia/UFPA; Gustavo Araújo — Medicina/UFSC,Trabalho científico,Medicina,Presencial
20251076,Protocolo de diabetes no pronto atendimento: relato de experiência,Gustavo Almeida — Medicina/UFRGS; Rodrigo Melo — Medicina/UNIFESP; Fernanda Souza — Medicina/UNICAMP,Trabalho científico,Medicina,EAD
20251142,Avaliação de cuidados paliativos em pacientes do SUS: estudo quase-experimental,Beatriz Fernandes — Nutrição/UFPR; Luís Souza — Medicina/UFBA; Helena Tavares — Enfermagem/UNESP,Trabalho científico,Medicina,Presencial
20251021,Percepções sobre estresse ocupacional em adolescentes: estudo qualitativo,Beatriz Melo — Psicologia/UFPR; Leonardo Moreira — Psicologia/UFPR; André Nunes — Psicologia/UFPR,PIBID,Psicologia,Presencial
20251097,Adesão ao tratamento de bruxismo em atenção básica: estudo prospectiva,Mariana Silva — Fisioterapia/UNIFESP; Mariana Moura — Farmácia/UFMG; Rodrigo Almeida — Odontologia/UFRJ,Mestrado/Doutorado,Odontologia,EAD
20251032,Associação entre transtorno do pânico e bem-estar psicológico: estudo prospectiva,Fernanda Castro — Psicologia/UFC; Otávio Martins — Psicologia/UNESP; Sofia Carvalho — Medicina/UFPA,Mestrado/Doutorado,Nutrição,Presencial
20251138,Farmacovigilância de farmacoeconomia: análise de notificações,Rodrigo Pinheiro — Farmácia/UFPA; Gabriel Monteiro — Farmácia/UFPR; Matheus Pereira — Medicina/UFPE; Bruno Moura — Farmácia/UFMG,Mestrado/Doutorado,Farmácia,Presencial
20251118,Avaliação de diabetes em pacientes do SUS: estudo retrospectiva,Larissa Pereira — Medicina/UFRJ; Beatriz Monteiro — Fisioterapia/UFPR; Diego Vieira — Medicina/UFMG; Beatriz Rodrigues — Fisioterapia/UFC,Extensão,Medicina,Presencial
20251012,Percepções sobre transtorno do pânico em adolescentes: estudo qualitativo,Gabriel Souza — Psicologia/UFRN; João Souza — Psicologia/UFAM; Fernanda Teixeira — Odontologia/UFRGS,Iniciação científica,Psicologia,Presencial
20251068,Avaliação de antimicrobianos em pacientes do SUS: estudo retrospectiva,Vanessa Lima — Medicina/UFMG; Yasmin Freitas — Medicina/UFC; Fernanda Pinheiro — Medicina/UFPA,Iniciação científica,Biomedicina,Presencial
20251089,Farmacovigilância de polifarmácia: análise de notificações,Sofia Campos — Farmácia/UNICAMP; Tiago Souza — Farmácia/UFMG; Fernanda Nunes — Fisioterapia/UNICAMP,Trabalho científico,Farmácia,EAD
20251092,Segurança do paciente e feridas crônicas: revisão quase-experimental,Júlia Monteiro — Enfermagem/UNICAMP; Renata Melo — Enfermagem/UNIFESP; Tatiane Tavares — Psicologia/UFMG; Matheus Araújo — Psicologia/UFRGS; Natalia Ribeiro — Enfermagem/UFRJ,TCC,Enfermagem,EAD
20251025,Avaliação de materiais para hipersensibilidade dentinária: estudo laboratorial,João Rocha — Odontologia/UFRJ; Fernanda Pinheiro — Odontologia/UFSC; Tiago Tavares — Odontologia/USP; Elaine Tavares — Enfermagem/UFAM; João Almeida — Odontologia/UFMG,Iniciação científica,Odontologia,Presencial
20251098,Avaliação de cuidados paliativos em pacientes do SUS: estudo transversal,Wagner Nunes — Biomedicina/UFPA; Rodrigo Monteiro — Medicina/UFC; Isabela Almeida — Medicina/UFPA; Carlos Freitas — Nutrição/UNICAMP,Especialização,Medicina,EAD
20251183,Prevalência de hipersensibilidade dentinária em pacientes de clínica escola: estudo prospectiva,Bruno Castro — Biomedicina/UFPE; Tiago Moreira — Enfermagem/UNICAMP; Igor Melo — Odontologia/UFSC; Tiago Borges — Odontologia/UFRJ,TCC,Odontologia,Presencial
20251191,Prevalência de hipersensibilidade dentinária em pacientes de clínica escola: estudo retrospectiva,Rodrigo Tavares — Medicina/UFPR; Eduardo Melo — Fisioterapia/UFBA; Vitor Santos — Odontologia/UFRGS; Daniela Martins — Odontologia/UNIFESP,Trabalho científico,Odontologia,Presencial
20251087,Correlação entre expressão gênica e biomarcadores inflamatórios: estudo prospectiva,Priscila Farias — Biomedicina/UFMG; Bruno Martins — Biomedicina/UFAL; Mariana Monteiro — Biomedicina/UNESP; Gustavo Costa — Biomedicina/UFRJ,Trabalho científico,Biomedicina,Presencial
20251182,Farmacovigilância de antibióticos: análise de notificações,Larissa Rodrigues — Farmácia/UFRGS; Tiago Borges — Farmácia/USP; Renata Ribeiro — Farmácia/USP,Trabalho científico,Farmácia,EAD
20251040,Cuidado de enfermagem em aleitamento materno: estudo randomizado em unidade básica,Tiago Vieira — Nutrição/UFAL; Sofia Rodrigues — Enfermagem/UFPA; Caio Carvalho — Enfermagem/UNESP; André Teixeira — Enfermagem/UFMG,Iniciação científica,Enfermagem,EAD
20251169,Intervenção cognitivo-comportamental em ansiedade: ensaio prospectiva,Luís Dias — Psicologia/UFPE; Natalia Almeida — Psicologia/UNICAMP; Daniela Freitas — Psicologia/UFBA; Bruno Moreira — Biomedicina/UFAM,Extensão,Psicologia,Presencial
20251088,Educação em saúde sobre higienização das mãos: intervenção de enfermagem,Bianca Fernandes — Enfermagem/UNICAMP; Wagner Monteiro — Nutrição/UFPE; Larissa Araújo — Enfermagem/UFRN; Igor Rocha — Psicologia/UFSC; Fernanda Barbosa — Enfermagem/UFPE,Iniciação científica,Enfermagem,Presencial
20251186,Farmacovigilância de interações medicamentosas: análise de notificações,Caio Teixeira — Farmácia/UFMG; Renata Souza — Enfermagem/UFRN; Natalia Farias — Farmácia/UFPA; Vitor Melo — Farmácia/UFBA,TCC,Farmácia,Presencial
20251041,Prevalência de periodontite em pacientes de clínica escola: estudo prospectiva,Bianca Duarte — Odontologia/UFPR; Fernanda Moreira — Odontologia/UFPR; Luís Souza — Odontologia/UFC; Otávio Costa — Odontologia/UFPR,PIBID,Odontologia,Presencial
20251002,Educação em saúde sobre feridas crônicas: intervenção de enfermagem,Leonardo Vieira — Enfermagem/UFRN; Felipe Silva — Enfermagem/UFRGS; Camila Silva — Farmácia/USP; Ana Martins — Enfermagem/UNESP; Yasmin Ribeiro — Enfermagem/UFPE,TCC,Enfermagem,EAD
20251072,Avaliação de antimicrobianos em pacientes do SUS: estudo transversal,Vanessa Duarte — Nutrição/UFAM; Igor Castro — Odontologia/UNESP; Natalia Costa — Fisioterapia/USP; Paula Barbosa — Psicologia/UFRGS,Trabalho científico,Medicina,EAD
20251151,Avaliação de materiais para cárie dentária: estudo laboratorial,Larissa Gomes — Odontologia/UNIFESP; Felipe Rocha — Medicina/UNIFESP; Gabriel Santos — Odontologia/UFMG; Júlia Campos — Odontologia/UFC; Renata Almeida — Odontologia/USP,Mestrado/Doutorado,Odontologia,Presencial
20251115,Intervenção cognitivo-comportamental em estresse ocupacional: ensaio transversal,Vitor Dias — Psicologia/UFBA; Júlia Carvalho — Psicologia/UFMG; Vanessa Gomes — Odontologia/UFRGS; Diego Fernandes — Farmácia/UNESP; Júlia Teixeira — Psicologia/UFRN,Trabalho científico,Psicologia,EAD
20251057,Avaliação de dor aguda em pacientes do SUS: estudo prospectiva,Ana Silva — Medicina/UFMG; Bianca Moreira — Medicina/UFRJ; Tatiane Pereira — Enfermagem/UFC,Extensão,Medicina,Presencial
20251108,Consumo de deficiências de micronutrientes e indicadores antropométricos: análise quase-experimental,Sofia Duarte — Nutrição/UFPR; Carlos Teixeira — Nutrição/UFSC; Leonardo Gomes — Nutrição/UNIFESP; Ana Ribeiro — Nutrição/UFPR,TCC,Nutrição,EAD
20251192,Farmacovigilância de interações medicamentosas: análise de notificações,Tiago Lima — Farmácia/UFSC; Mariana Gomes — Farmácia/UFAL; Tiago Pinheiro — Farmácia/UFRN; Júlia Costa — Farmácia/UNIFESP; Larissa Carvalho — Farmácia/UFRN,Iniciação científica,Farmácia,Presencial
20251167,Treinamento funcional e reabilitação cardiovascular em idosos: estudo longitudinal,Felipe Nunes — Fisioterapia/UFBA; Renata Moreira — Fisioterapia/UFAM; Matheus Oliveira — Fisioterapia/UFSC; Ana Tavares — Farmácia/UFSC; Vitor Tavares — Fisioterapia/UFMG,Especialização,Fisioterapia,EAD
20251051,Intervenção cognitivo-comportamental em depressão: ensaio quase-experimental,Felipe Almeida — Medicina/USP; Larissa Farias — Odontologia/UFPR; Eduardo Moreira — Psicologia/UFSC; Tiago Souza — Psicologia/UFPA,TCC,Psicologia,Presencial
20251144,Dor crônica e dor lombar: estudo transversal em ambulatório,Matheus Campos — Fisioterapia/UFRN; Matheus Moura — Fisioterapia/UFRN; Bruno Carvalho — Fisioterapia/UNIFESP; André Silva — Biomedicina/UFRGS,Iniciação científica,Fisioterapia,EAD
20251198,Avaliação de materiais para hipersensibilidade dentinária: estudo laboratorial,Daniela Barbosa — Nutrição/UFRN; Camila Campos — Odontologia/UNICAMP; Ana Castro — Odontologia/UFPE; André Tavares — Odontologia/UFMG,PIBID,Odontologia,Presencial
20251155,Prevalência de periodontite em pacientes de clínica escola: estudo quase-experimental,Júlia Carvalho — Odontologia/UFRGS; Natalia Gomes — Fisioterapia/UFRGS; Priscila Fernandes — Enfermagem/UFAM,Mestrado/Doutorado,Odontologia,EAD
20251130,Associação entre ansiedade e bem-estar psicológico: estudo quase-experimental,Caio Farias — Psicologia/UFRN; Ana Tavares — Fisioterapia/UFRN; Tatiane Araújo — Psicologia/UFPR; Igor Carvalho — Psicologia/UFSC,Iniciação científica,Psicologia,Presencial
20251060,Atenção farmacêutica a pacientes com farmacoeconomia: estudo de coorte,Rafael Dias — Farmácia/UFSC; Vanessa Campos — Psicologia/UFAM; Diego Farias — Farmácia/UFSC; André Rodrigues — Farmácia/UFPE; Gustavo Ribeiro — Psicologia/UFSC,Especialização,Farmácia,Presencial
20251056,Atenção farmacêutica a pacientes com antibióticos: estudo de coorte,Renata Borges — Farmácia/UFPE; Leonardo Silva — Farmácia/USP; Felipe Almeida — Farmácia/UNIFESP; Natalia Dias — Psicologia/UFPE; Sofia Almeida — Biomedicina/UFRGS,Trabalho científico,Farmácia,Presencial
20251024,Padronização de protocolo para marcadores inflamatórios no laboratório de análises clínicas,Gabriel Barbosa — Fisioterapia/UNICAMP; Tatiane Teixeira — Biomedicina/UNIFESP; Felipe Pinheiro — Biomedicina/UFSC; André Souza — Biomedicina/UFC,Iniciação científica,Biomedicina,Presencial
20251008,Uso racional de farmacoeconomia na atenção primária: estudo retrospectiva,Camila Fernandes — Farmácia/UFPE; Matheus Araújo — Enfermagem/UFPR; Mariana Farias — Farmácia/UNIFESP; Leonardo Dias — Farmácia/UFBA; Larissa Rocha — Farmácia/UFAL,Mestrado/Doutorado,Farmácia,EAD
20251009,Atenção farmacêutica a pacientes com polifarmácia: estudo de coorte,Luís Souza — Biomedicina/UFRN; Bianca Nunes — Farmácia/UFSC; Vitor Barbosa — Enfermagem/UFPR,Trabalho científico,Farmácia,EAD
20251109,Impacto de cuidados paliativos na prática clínica hospitalar: análise randomizado,Fernanda Nunes — Medicina/UFRGS; Beatriz Castro — Medicina/UFRGS; Elaine Tavares — Medicina/USP; Helena Nunes — Medicina/UNICAMP,TCC,Medicina,Presencial
20251152,Expressão de marcadores de microbiota intestinal em cultura celular: ensaio quase-experimental,Felipe Rocha — Biomedicina/UFPE; Bruno Tavares — Nutrição/UFAL; Rodrigo Oliveira — Biomedicina/UFRGS,Mestrado/Doutorado,Biomedicina,Presencial
20251023,Impacto de cuidados paliativos na prática clínica hospitalar: análise transversal,Larissa Silva — Medicina/UFRGS; Otávio Vieira — Farmácia/UFAM; Eduardo Almeida — Medicina/UFSC,Iniciação científica,Medicina,Presencial
20251140,Uso racional de antibióticos na atenção primária: estudo transversal,Mariana Rocha — Farmácia/UNICAMP; Sofia Borges — Farmácia/UFPA; Leonardo Moura — Farmácia/UFMG,TCC,Farmácia,Presencial
20251174,Treinamento funcional e capacidade funcional em idosos: estudo longitudinal,Caio Oliveira — Enfermagem/UNESP; Tatiane Carvalho — Fisioterapia/UFPE; Diego Lima — Fisioterapia/UFAL,TCC,Fisioterapia,Presencial
20251027,Educação nutricional sobre consumo de fibras no contexto escolar: intervenção,Larissa Barbosa — Nutrição/UFPA; Wagner Teixeira — Psicologia/UFPE; Camila Silva — Nutrição/UFBA; Helena Oliveira — Nutrição/UFPA,TCC,Nutrição,Presencial
20251189,Treinamento funcional e capacidade funcional em idosos: estudo longitudinal,Gustavo Rodrigues — Fisioterapia/UFBA; Larissa Araújo — Fisioterapia/UFC; Natalia Gomes — Fisioterapia/UNIFESP,Trabalho científico,Fisioterapia,EAD
20251036,Avaliação de materiais para hipersensibilidade dentinária: estudo laboratorial,Vanessa Pereira — Odontologia/UFRGS; Caio Moreira — Nutrição/UFBA; Rafael Carvalho — Odontologia/UFRJ,Iniciação científica,Odontologia,Presencial
20251058,Associação entre transtorno do pânico e bem-estar psicológico: estudo quase-experimental,Beatriz Melo — Psicologia/UFBA; Bianca Cardoso — Fisioterapia/UFPR; Ana Moura — Psicologia/UNICAMP; Leonardo Dias — Psicologia/UFSC,Iniciação científica,Psicologia,EAD
20251063,Educação em saúde sobre higienização das mãos: intervenção de enfermagem,Yasmin Moreira — Enfermagem/UFPR; Diego Lima — Psicologia/UFRGS; Sofia Pereira — Medicina/USP; Caio Freitas — Farmácia/UNIFESP,TCC,Enfermagem,Presencial
20251071,Protocolo de diabetes no pronto atendimento: relato de experiência,Renata Almeida — Medicina/UNICAMP; Caio Teixeira — Medicina/UFRJ; Isabela Cardoso — Medicina/UNICAMP; Elaine Costa — Psicologia/UFAL; Larissa Araújo — Medicina/UFBA,Iniciação científica,Medicina,Presencial
20251190,Protocolo de dor aguda no pronto atendimento: relato de experiência,Paula Moreira — Medicina/UFC; Camila Barbosa — Medicina/UFRGS; Vitor Cardoso — Medicina/UFAL,PIBID,Medicina,Presencial
20251007,Cuidado de enfermagem em feridas crônicas: estudo prospectiva em unidade básica,Vitor Dias — Biomedicina/UFPR; Felipe Pinheiro — Enfermagem/UFRJ; Vitor Rocha — Enfermagem/UNICAMP,Trabalho científico,Enfermagem,Presencial
20251029,Percepções sobre estresse ocupacional em adolescentes: estudo qualitativo,Rodrigo Monteiro — Medicina/UFBA; Matheus Costa — Psicologia/UFC; Otávio Almeida — Psicologia/UNESP; Diego Gomes — Psicologia/UFAM,Extensão,Psicologia,Presencial
20251164,Educação em saúde sobre feridas crônicas: intervenção de enfermagem,Renata Monteiro — Enfermagem/UFPR; Júlia Santos — Enfermagem/UFBA; Bianca Costa — Enfermagem/UNIFESP; Bianca Almeida — Enfermagem/UFC; Mariana Tavares — Medicina/UFPE,Iniciação científica,Enfermagem,Presencial
